task_id,description,skills,category
T16117,Facilitate daily standup meetings,collaboration tools,project management
T16118,Track project progress,scrum,project management
T16119,Coordinate with team using Jira,collaboration tools,project management
T16120,Facilitate team communication,Slack,project management
T16121,Track project progress,jira,project management
T16122,Facilitate daily standup meetings,scrum,project management
T16123,Track project progress,trello,project management
T16124,Plan project sprints,agile,project management
T16125,Facilitate daily standup meetings,version control,project management
T16126,Facilitate daily standup meetings,agile,project management
T16127,Facilitate daily standup meetings,version control,project management
T16128,Manage Agile workflows,agile,project management
T16129,Plan project sprints,agile,project management
T16130,Assign tasks to team members,collaboration tools,project management
T16131,Assign tasks to team members,kanban,project management
T16132,Coordinate with team using Jira,jira,project management
T16133,Manage Agile workflows,trello,project management
T16134,Coordinate with team using Jira,scrum,project management
T16135,Facilitate daily standup meetings,scrum,project management
T16136,Plan project sprints,scrum,project management
T16137,Track project progress,kanban,project management
T16138,Track project progress,version control,project management
T16139,Assign tasks to team members,jira,project management
T16140,Coordinate with team using Jira,agile,project management
T16141,Track project progress,collaboration tools,project management
T16142,Plan project sprints,agile,project management
T16143,Track project progress,microsoft project,project management
T16144,Assign tasks to team members,agile,project management
T16145,Track project progress,agile,project management
T16146,Plan project sprints,trello,project management
T16147,Manage Agile workflows,collaboration tools,project management
T16148,Assign tasks to team members,scrum,project management
T16149,Track project progress,scrum,project management
T16150,Assign tasks to team members,agile,project management
T16151,Track project progress,trello,project management
T16152,Track project progress,version control,project management
T16153,Facilitate daily standup meetings,jira,project management
T16154,Manage Agile workflows,version control,project management
T16155,Coordinate with team using Jira,version control,project management
T16156,Manage Agile workflows,trello,project management
T16157,Track project progress,scrum,project management
T16158,Assign tasks to team members,agile,project management
T16159,Track project progress,collaboration tools,project management
T16160,Facilitate daily standup meetings,trello,project management
T16161,Facilitate daily standup meetings,version control,project management
